State	County	Year	Population
Indiana	Knox County	2011	14055
Indiana	Knox County	2012	13965
Indiana	Knox County	2013	13975
Indiana	Knox County	2014	13935
Indiana	Knox County	2015	13978
Indiana	Kosciusko County	2010	77340
Indiana	Kosciusko County	2011	77363
Indiana	Kosciusko County	2012	77610
Indiana	Kosciusko County	2013	77876
Indiana	Kosciusko County	2014	78445
Indiana	Kosciusko County	2015	78620
Indiana	Kosciusko County	2010	48021
Indiana	Kosciusko County	2011	47955
Indiana	Kosciusko County	2012	48034
Indiana	Kosciusko County	2013	48108
Indiana	Kosciusko County	2014	48342
Indiana	Kosciusko County	2015	48330
Indiana	LaGrange County	2010	37156
Indiana	LaGrange County	2011	37480
Indiana	LaGrange County	2012	37618
Indiana	LaGrange County	2013	38049
Indiana	LaGrange County	2014	38462
Indiana	LaGrange County	2015	38809
Indiana	LaGrange County	2010	32277
Indiana	LaGrange County	2011	32563
Indiana	LaGrange County	2012	32684
Indiana	LaGrange County	2013	33063
Indiana	LaGrange County	2014	33425
Indiana	LaGrange County	2015	33730
Indiana	Lake County	2010	495987
Indiana	Lake County	2011	494788
Indiana	Lake County	2012	493192
Indiana	Lake County	2013	491560
Indiana	Lake County	2014	490574
Indiana	Lake County	2015	487865
Indiana	Lake County	2010	43058
Indiana	Lake County	2011	42913
Indiana	Lake County	2012	42759
Indiana	Lake County	2013	42564
Indiana	Lake County	2014	42435
Indiana	Lake County	2015	42228
Indiana	LaPorte County	2010	111454
Indiana	LaPorte County	2011	111223
Indiana	LaPorte County	2012	111223
Indiana	LaPorte County	2013	111376
Indiana	LaPorte County	2014	111695
Indiana	LaPorte County	2015	110884
Indiana	LaPorte County	2010	45111
Indiana	LaPorte County	2011	44966
Indiana	LaPorte County	2012	44980
Indiana	LaPorte County	2013	44925
Indiana	LaPorte County	2014	45088
Indiana	LaPorte County	2015	44893
Indiana	Lawrence County	2010	46124
Indiana	Lawrence County	2011	46079
Indiana	Lawrence County	2012	46036
Indiana	Lawrence County	2013	45845
Indiana	Lawrence County	2014	45615
Indiana	Lawrence County	2015	45495
Indiana	Lawrence County	2010	27193
Indiana	Lawrence County	2011	27162
Indiana	Lawrence County	2012	27133
Indiana	Lawrence County	2013	27012
Indiana	Lawrence County	2014	26848
Indiana	Lawrence County	2015	26740
Indiana	Madison County	2010	131637
Indiana	Madison County	2011	131018
Indiana	Madison County	2012	130259
Indiana	Madison County	2013	130401
Indiana	Madison County	2014	129999
Indiana	Madison County	2015	129723
Indiana	Madison County	2010	44601
Indiana	Madison County	2011	44387
Indiana	Madison County	2012	44104
Indiana	Madison County	2013	44172
Indiana	Madison County	2014	43962
Indiana	Madison County	2015	43975
Indiana	Marion County	2010	904668
Indiana	Marion County	2011	910861
Indiana	Marion County	2012	918748
Indiana	Marion County	2013	928515
Indiana	Marion County	2014	934531
Indiana	Marion County	2015	939020
Indiana	Marshall County	2010	47009
Indiana	Marshall County	2011	46960
Indiana	Marshall County	2012	46992
Indiana	Marshall County	2013	46986
Indiana	Marshall County	2014	47013
Indiana	Marshall County	2015	46857
Indiana	Marshall County	2010	26990
Indiana	Marshall County	2011	26945
Indiana	Marshall County	2012	26961
Indiana	Marshall County	2013	26962
Indiana	Marshall County	2014	26961
Indiana	Marshall County	2015	26869
Indiana	Martin County	2010	10368
Indiana	Martin County	2011	10332
Indiana	Martin County	2012	10318
Indiana	Martin County	2013	10223
Indiana	Martin County	2014	10209
Indiana	Martin County	2015	10226
Indiana	Martin County	2010	6642
Indiana	Martin County	2011	6621
Indiana	Martin County	2012	6612
Indiana	Martin County	2013	6549
Indiana	Martin County	2014	6536
Indiana	Martin County	2015	6539
Indiana	Miami County	2010	36797
Indiana	Miami County	2011	36587
Indiana	Miami County	2012	36499
Indiana	Miami County	2013	36124
Indiana	Miami County	2014	35983
Indiana	Miami County	2015	35862
Indiana	Miami County	2010	22473
Indiana	Miami County	2011	22357
Indiana	Miami County	2012	22313
Indiana	Miami County	2013	22081
Indiana	Miami County	2014	22020
Indiana	Miami County	2015	21925
Indiana	Monroe County	2010	138557
Indiana	Monroe County	2011	140322
Indiana	Monroe County	2012	141324
Indiana	Monroe County	2013	142097
Indiana	Monroe County	2014	143571
Indiana	Monroe County	2015	144705
Indiana	Monroe County	2010	51483
Indiana	Monroe County	2011	52098
Indiana	Monroe County	2012	52522
Indiana	Monroe County	2013	52828
Indiana	Monroe County	2014	53423
Indiana	Monroe County	2015	53881
Indiana	Montgomery County	2010	38087
Indiana	Montgomery County	2011	38321
Indiana	Montgomery County	2012	38168
Indiana	Montgomery County	2013	38086
Indiana	Montgomery County	2014	38060
Indiana	Montgomery County	2015	38227
Indiana	Montgomery County	2010	16581
Indiana	Montgomery County	2011	16671
Indiana	Montgomery County	2012	16586
Indiana	Montgomery County	2013	16550
Indiana	Montgomery County	2014	16535
Indiana	Montgomery County	2015	16608
Indiana	Morgan County	2010	69169
